f_inf (dimensionless),V (millivolt)
0.19511,-10.08
0.194886,-10.07
0.194662,-10.06
0.194438,-10.05
0.194214,-10.04
0.193991,-10.03
0.193767,-10.02
0.193544,-10.01
0.193321,-10
0.193099,-9.99
0.192876,-9.98
0.192654,-9.97
0.192432,-9.96
0.19221,-9.95
0.191988,-9.94
0.191767,-9.93
0.191545,-9.92
0.191324,-9.91
0.191103,-9.9
0.190883,-9.89
0.190662,-9.88
0.190442,-9.87
0.190222,-9.86
0.190002,-9.85
0.189782,-9.84
0.189562,-9.83
0.189343,-9.82
0.189124,-9.81
0.188905,-9.8
0.188686,-9.79
0.188467,-9.78
0.188249,-9.77
0.188031,-9.76
0.187813,-9.75
0.187595,-9.74
0.187377,-9.73
0.18716,-9.72
0.186943,-9.71
0.186726,-9.7
0.186509,-9.69
0.186292,-9.68
0.186076,-9.67
0.185859,-9.66
0.185643,-9.65
0.185427,-9.64
0.185212,-9.63
0.184996,-9.62
0.184781,-9.61
0.184566,-9.6
0.184351,-9.59
0.184136,-9.58
0.183922,-9.57
0.183707,-9.56
0.183493,-9.55
0.183279,-9.54
0.183066,-9.53
0.182852,-9.52
0.182639,-9.51
0.182426,-9.5
0.182213,-9.49
0.182,-9.48
0.181787,-9.47
0.181575,-9.46
0.181363,-9.45
0.181151,-9.44
0.180939,-9.43
0.180727,-9.42
0.180516,-9.41
0.180305,-9.4
0.180093,-9.39
0.179883,-9.38
0.179672,-9.37
0.179462,-9.36
0.179251,-9.35
0.179041,-9.34
0.178831,-9.33
0.178622,-9.32
0.178412,-9.31
0.178203,-9.3
0.177994,-9.29
0.177785,-9.28
0.177576,-9.27
0.177367,-9.26
0.177159,-9.25
0.176951,-9.24
0.176743,-9.23
0.176535,-9.22
0.176328,-9.21
0.17612,-9.2
0.175913,-9.19
0.175706,-9.18
0.175499,-9.17
0.175293,-9.16
0.175086,-9.15
0.17488,-9.14
0.174674,-9.13
0.174468,-9.12
0.174262,-9.11
0.174057,-9.1
0.173852,-9.09
0.173647,-9.08
0.173442,-9.07
0.173237,-9.06
0.173033,-9.05
0.172828,-9.04
0.172624,-9.03
0.17242,-9.02
0.172216,-9.01
0.172013,-9
0.171809,-8.99
0.171606,-8.98
0.171403,-8.97
0.171201,-8.96
0.170998,-8.95
0.170795,-8.94
0.170593,-8.93
0.170391,-8.92
0.170189,-8.91
0.169988,-8.9
0.169786,-8.89
0.169585,-8.88
0.169384,-8.87
0.169183,-8.86
0.168982,-8.85
0.168782,-8.84
0.168581,-8.83
0.168381,-8.82
0.168181,-8.81
0.167982,-8.8
0.167782,-8.79
0.167583,-8.78
0.167383,-8.77
0.167184,-8.76
0.166986,-8.75
0.166787,-8.74
0.166589,-8.73
0.16639,-8.72
0.166192,-8.71
0.165994,-8.7
0.165797,-8.69
0.165599,-8.68
0.165402,-8.67
0.165205,-8.66
0.165008,-8.65
0.164811,-8.64
0.164615,-8.63
0.164418,-8.62
0.164222,-8.61
0.164026,-8.6
0.16383,-8.59
0.163635,-8.58
0.163439,-8.57
0.163244,-8.56
0.163049,-8.55
0.162854,-8.54
0.16266,-8.53
0.162465,-8.52
0.162271,-8.51
0.162077,-8.5
0.161883,-8.49
0.161689,-8.48
0.161495,-8.47
0.161302,-8.46
0.161109,-8.45
0.160916,-8.44
0.160723,-8.43
0.160531,-8.42
0.160338,-8.41
0.160146,-8.4
0.159954,-8.39
0.159762,-8.38
0.15957,-8.37
0.159379,-8.36
0.159188,-8.35
0.158996,-8.34
0.158805,-8.33
0.158615,-8.32
0.158424,-8.31
0.158234,-8.3
0.158044,-8.29
0.157854,-8.28
0.157664,-8.27
0.157474,-8.26
0.157285,-8.25
0.157095,-8.24
0.156906,-8.23
0.156718,-8.22
0.156529,-8.21
0.15634,-8.2
0.156152,-8.19
0.155964,-8.18
0.155776,-8.17
0.155588,-8.16
0.1554,-8.15
0.155213,-8.14
0.155026,-8.13
0.154839,-8.12
0.154652,-8.11
0.154465,-8.1
0.154279,-8.09
0.154092,-8.08
0.153906,-8.07
0.15372,-8.06
0.153535,-8.05
0.153349,-8.04
0.153164,-8.03
0.152979,-8.02
0.152793,-8.01
0.152609,-8
0.152424,-7.99
0.15224,-7.98
0.152055,-7.97
0.151871,-7.96
0.151687,-7.95
0.151504,-7.94
0.15132,-7.93
0.151137,-7.92
0.150953,-7.91
0.15077,-7.9
0.150588,-7.89
0.150405,-7.88
0.150222,-7.87
0.15004,-7.86
0.149858,-7.85
0.149676,-7.84
0.149494,-7.83
0.149313,-7.82
0.149132,-7.81
0.14895,-7.8
0.148769,-7.79
0.148589,-7.78
0.148408,-7.77
0.148227,-7.76
0.148047,-7.75
0.147867,-7.74
0.147687,-7.73
0.147507,-7.72
0.147328,-7.71
0.147149,-7.7
0.146969,-7.69
0.14679,-7.68
0.146612,-7.67
0.146433,-7.66
0.146254,-7.65
0.146076,-7.64
0.145898,-7.63
0.14572,-7.62
0.145542,-7.61
0.145365,-7.6
0.145187,-7.59
0.14501,-7.58
0.144833,-7.57
0.144656,-7.56
0.14448,-7.55
0.144303,-7.54
0.144127,-7.53
0.143951,-7.52
0.143775,-7.51
0.143599,-7.5
0.143423,-7.49
0.143248,-7.48
0.143073,-7.47
0.142898,-7.46
0.142723,-7.45
0.142548,-7.44
0.142374,-7.43
0.142199,-7.42
0.142025,-7.41
0.141851,-7.4
0.141677,-7.39
0.141504,-7.38
0.14133,-7.37
0.141157,-7.36
0.140984,-7.35
0.140811,-7.34
0.140638,-7.33
0.140466,-7.32
0.140293,-7.31
0.140121,-7.3
0.139949,-7.29
0.139777,-7.28
0.139605,-7.27
0.139434,-7.26
0.139263,-7.25
0.139091,-7.24
0.13892,-7.23
0.13875,-7.22
0.138579,-7.21
0.138409,-7.2
0.138238,-7.19
0.138068,-7.18
0.137898,-7.17
0.137729,-7.16
0.137559,-7.15
0.13739,-7.14
0.13722,-7.13
0.137051,-7.12
0.136882,-7.11
0.136714,-7.1
0.136545,-7.09
0.136377,-7.08
0.136209,-7.07
0.136041,-7.06
0.135873,-7.05
0.135705,-7.04
0.135538,-7.03
0.13537,-7.02
0.135203,-7.01
0.135036,-7
0.13487,-6.99
0.134703,-6.98
0.134537,-6.97
0.13437,-6.96
0.134204,-6.95
0.134038,-6.94
0.133873,-6.93
0.133707,-6.92
0.133542,-6.91
0.133377,-6.9
0.133211,-6.89
0.133047,-6.88
0.132882,-6.87
0.132717,-6.86
0.132553,-6.85
0.132389,-6.84
0.132225,-6.83
0.132061,-6.82
0.131897,-6.81
0.131734,-6.8
0.131571,-6.79
0.131407,-6.78
0.131244,-6.77
0.131082,-6.76
0.130919,-6.75
0.130757,-6.74
0.130594,-6.73
0.130432,-6.72
0.13027,-6.71
0.130108,-6.7
0.129947,-6.69
0.129785,-6.68
0.129624,-6.67
0.129463,-6.66
0.129302,-6.65
0.129141,-6.64
0.128981,-6.63
0.12882,-6.62
0.12866,-6.61
0.1285,-6.6
0.12834,-6.59
0.128181,-6.58
0.128021,-6.57
0.127862,-6.56
0.127702,-6.55
0.127543,-6.54
0.127384,-6.53
0.127226,-6.52
0.127067,-6.51
0.126909,-6.5
0.126751,-6.49
0.126593,-6.48
0.126435,-6.47
0.126277,-6.46
0.126119,-6.45
0.125962,-6.44
0.125805,-6.43
0.125648,-6.42
0.125491,-6.41
0.125334,-6.4
0.125178,-6.39
0.125021,-6.38
0.124865,-6.37
0.124709,-6.36
0.124553,-6.35
0.124398,-6.34
0.124242,-6.33
0.124087,-6.32
0.123932,-6.31
0.123777,-6.3
0.123622,-6.29
0.123467,-6.28
0.123313,-6.27
0.123158,-6.26
0.123004,-6.25
0.12285,-6.24
0.122696,-6.23
0.122542,-6.22
0.122389,-6.21
0.122236,-6.2
0.122082,-6.19
0.121929,-6.18
0.121776,-6.17
0.121624,-6.16
0.121471,-6.15
0.121319,-6.14
0.121167,-6.13
0.121015,-6.12
0.120863,-6.11
0.120711,-6.1
0.120559,-6.09
0.120408,-6.08
0.120257,-6.07
0.120106,-6.06
0.119955,-6.05
0.119804,-6.04
0.119654,-6.03
0.119503,-6.02
0.119353,-6.01
0.119203,-6
0.119053,-5.99
0.118903,-5.98
0.118754,-5.97
0.118604,-5.96
0.118455,-5.95
0.118306,-5.94
0.118157,-5.93
0.118008,-5.92
0.11786,-5.91
0.117711,-5.9
0.117563,-5.89
0.117415,-5.88
0.117267,-5.87
0.117119,-5.86
0.116971,-5.85
0.116824,-5.84
0.116677,-5.83
0.116529,-5.82
0.116382,-5.81
0.116236,-5.8
0.116089,-5.79
0.115942,-5.78
0.115796,-5.77
0.11565,-5.76
0.115504,-5.75
0.115358,-5.74
0.115212,-5.73
0.115067,-5.72
0.114921,-5.71
0.114776,-5.7
0.114631,-5.69
0.114486,-5.68
0.114341,-5.67
0.114197,-5.66
0.114052,-5.65
0.113908,-5.64
0.113764,-5.63
0.11362,-5.62
0.113476,-5.61
0.113333,-5.6
0.113189,-5.59
0.113046,-5.58
0.112903,-5.57
0.11276,-5.56
0.112617,-5.55
0.112474,-5.54
0.112332,-5.53
0.112189,-5.52
0.112047,-5.51
0.111905,-5.5
0.111763,-5.49
0.111621,-5.48
0.11148,-5.47
0.111338,-5.46
0.111197,-5.45
0.111056,-5.44
0.110915,-5.43
0.110774,-5.42
0.110634,-5.41
0.110493,-5.4
0.110353,-5.39
0.110213,-5.38
0.110073,-5.37
0.109933,-5.36
0.109793,-5.35
0.109653,-5.34
0.109514,-5.33
0.109375,-5.32
0.109236,-5.31
0.109097,-5.3
0.108958,-5.29
0.108819,-5.28
0.108681,-5.27
0.108543,-5.26
0.108405,-5.25
0.108267,-5.24
0.108129,-5.23
0.107991,-5.22
0.107853,-5.21
0.107716,-5.2
0.107579,-5.19
0.107442,-5.18
0.107305,-5.17
0.107168,-5.16
0.107031,-5.15
0.106895,-5.14
0.106759,-5.13
0.106623,-5.12
0.106487,-5.11
0.106351,-5.1
0.106215,-5.09
0.106079,-5.08
0.105944,-5.07
0.105809,-5.06
0.105674,-5.05
0.105539,-5.04
0.105404,-5.03
0.105269,-5.02
0.105135,-5.01
0.105001,-5
0.104866,-4.99
0.104732,-4.98
0.104599,-4.97
0.104465,-4.96
0.104331,-4.95
0.104198,-4.94
0.104065,-4.93
0.103931,-4.92
0.103798,-4.91
0.103666,-4.9
0.103533,-4.89
0.1034,-4.88
0.103268,-4.87
0.103136,-4.86
0.103004,-4.85
0.102872,-4.84
0.10274,-4.83
0.102609,-4.82
0.102477,-4.81
0.102346,-4.8
0.102215,-4.79
0.102084,-4.78
0.101953,-4.77
0.101822,-4.76
0.101691,-4.75
0.101561,-4.74
0.101431,-4.73
0.101301,-4.72
0.101171,-4.71
0.101041,-4.7
0.100911,-4.69
0.100781,-4.68
0.100652,-4.67
0.100523,-4.66
0.100394,-4.65
0.100265,-4.64
0.100136,-4.63
0.100007,-4.62
0.0998788,-4.61
0.0997505,-4.6
0.0996223,-4.59
0.0994942,-4.58
0.0993663,-4.57
0.0992385,-4.56
0.0991109,-4.55
0.0989834,-4.54
0.0988561,-4.53
0.0987289,-4.52
0.0986018,-4.51
0.0984749,-4.5
0.0983482,-4.49
0.0982216,-4.48
0.0980951,-4.47
0.0979688,-4.46
0.0978426,-4.45
0.0977166,-4.44
0.0975907,-4.43
0.097465,-4.42
0.0973394,-4.41
0.0972139,-4.4
0.0970886,-4.39
0.0969635,-4.38
0.0968385,-4.37
0.0967136,-4.36
0.0965889,-4.35
0.0964643,-4.34
0.0963398,-4.33
0.0962155,-4.32
0.0960914,-4.31
0.0959674,-4.3
0.0958435,-4.29
0.0957198,-4.28
0.0955962,-4.27
0.0954728,-4.26
0.0953495,-4.25
0.0952263,-4.24
0.0951033,-4.23
0.0949804,-4.22
0.0948577,-4.21
0.0947351,-4.2
0.0946127,-4.19
0.0944904,-4.18
0.0943682,-4.17
0.0942462,-4.16
0.0941243,-4.15
0.0940026,-4.14
0.093881,-4.13
0.0937595,-4.12
0.0936382,-4.11
0.093517,-4.1
0.093396,-4.09
0.0932751,-4.08
0.0931544,-4.07
0.0930338,-4.06
0.0929133,-4.05
0.092793,-4.04
0.0926728,-4.03
0.0925527,-4.02
0.0924328,-4.01
0.092313,-4
0.0921934,-3.99
0.0920739,-3.98
0.0919545,-3.97
0.0918353,-3.96
0.0917163,-3.95
0.0915973,-3.94
0.0914785,-3.93
0.0913599,-3.92
0.0912413,-3.91
0.091123,-3.9
0.0910047,-3.89
0.0908866,-3.88
0.0907686,-3.87
0.0906508,-3.86
0.0905331,-3.85
0.0904156,-3.84
0.0902981,-3.83
0.0901809,-3.82
0.0900637,-3.81
0.0899467,-3.8
0.0898298,-3.79
0.0897131,-3.78
0.0895965,-3.77
0.0894801,-3.76
0.0893637,-3.75
0.0892476,-3.74
0.0891315,-3.73
0.0890156,-3.72
0.0888998,-3.71
0.0887842,-3.7
0.0886687,-3.69
0.0885533,-3.68
0.0884381,-3.67
0.088323,-3.66
0.088208,-3.65
0.0880932,-3.64
0.0879785,-3.63
0.0878639,-3.62
0.0877495,-3.61
0.0876352,-3.6
0.087521,-3.59
0.087407,-3.58
0.0872931,-3.57
0.0871794,-3.56
0.0870658,-3.55
0.0869523,-3.54
0.0868389,-3.53
0.0867257,-3.52
0.0866126,-3.51
0.0864997,-3.5
0.0863869,-3.49
0.0862742,-3.48
0.0861616,-3.47
0.0860492,-3.46
0.0859369,-3.45
0.0858248,-3.44
0.0857128,-3.43
0.0856009,-3.42
0.0854891,-3.41
0.0853775,-3.4
0.085266,-3.39
0.0851547,-3.38
0.0850434,-3.37
0.0849324,-3.36
0.0848214,-3.35
0.0847106,-3.34
0.0845999,-3.33
0.0844893,-3.32
0.0843789,-3.31
0.0842686,-3.3
0.0841584,-3.29
0.0840483,-3.28
0.0839384,-3.27
0.0838287,-3.26
0.083719,-3.25
0.0836095,-3.24
0.0835001,-3.23
0.0833908,-3.22
0.0832817,-3.21
0.0831727,-3.2
0.0830638,-3.19
0.0829551,-3.18
0.0828465,-3.17
0.082738,-3.16
0.0826296,-3.15
0.0825214,-3.14
0.0824133,-3.13
0.0823054,-3.12
0.0821975,-3.11
0.0820898,-3.1
0.0819822,-3.09
0.0818748,-3.08
0.0817675,-3.07
0.0816603,-3.06
0.0815532,-3.05
0.0814462,-3.04
0.0813394,-3.03
0.0812328,-3.02
0.0811262,-3.01
0.0810198,-3
0.0809135,-2.99
0.0808073,-2.98
0.0807012,-2.97
0.0805953,-2.96
0.0804895,-2.95
0.0803839,-2.94
0.0802783,-2.93
0.0801729,-2.92
0.0800676,-2.91
0.0799625,-2.9
0.0798574,-2.89
0.0797525,-2.88
0.0796477,-2.87
0.0795431,-2.86
0.0794385,-2.85
0.0793341,-2.84
0.0792299,-2.83
0.0791257,-2.82
0.0790217,-2.81
0.0789178,-2.8
0.078814,-2.79
0.0787103,-2.78
0.0786068,-2.77
0.0785034,-2.76
0.0784001,-2.75
0.078297,-2.74
0.0781939,-2.73
0.078091,-2.72
0.0779882,-2.71
0.0778856,-2.7
0.077783,-2.69
0.0776806,-2.68
0.0775783,-2.67
0.0774762,-2.66
0.0773741,-2.65
0.0772722,-2.64
0.0771704,-2.63
0.0770687,-2.62
0.0769672,-2.61
0.0768657,-2.6
0.0767644,-2.59
0.0766633,-2.58
0.0765622,-2.57
0.0764613,-2.56
0.0763604,-2.55
0.0762597,-2.54
0.0761592,-2.53
0.0760587,-2.52
0.0759584,-2.51
0.0758582,-2.5
0.0757581,-2.49
0.0756581,-2.48
0.0755583,-2.47
0.0754586,-2.46
0.075359,-2.45
0.0752595,-2.44
0.0751601,-2.43
0.0750609,-2.42
0.0749617,-2.41
0.0748627,-2.4
0.0747639,-2.39
0.0746651,-2.38
0.0745665,-2.37
0.0744679,-2.36
0.0743695,-2.35
0.0742713,-2.34
0.0741731,-2.33
0.0740751,-2.32
0.0739771,-2.31
0.0738793,-2.3
0.0737816,-2.29
0.0736841,-2.28
0.0735866,-2.27
0.0734893,-2.26
0.0733921,-2.25
0.073295,-2.24
0.073198,-2.23
0.0731012,-2.22
0.0730044,-2.21
0.0729078,-2.2
0.0728113,-2.19
0.0727149,-2.18
0.0726187,-2.17
0.0725225,-2.16
0.0724265,-2.15
0.0723306,-2.14
0.0722348,-2.13
0.0721391,-2.12
0.0720435,-2.11
0.0719481,-2.1
0.0718528,-2.09
0.0717575,-2.08
0.0716624,-2.07
0.0715675,-2.06
0.0714726,-2.05
0.0713779,-2.04
0.0712832,-2.03
0.0711887,-2.02
0.0710943,-2.01
0.071,-2
0.0709058,-1.99
0.0708118,-1.98
0.0707179,-1.97
0.070624,-1.96
0.0705303,-1.95
0.0704367,-1.94
0.0703433,-1.93
0.0702499,-1.92
0.0701566,-1.91
0.0700635,-1.9
0.0699705,-1.89
0.0698776,-1.88
0.0697848,-1.87
0.0696921,-1.86
0.0695995,-1.85
0.0695071,-1.84
0.0694148,-1.83
0.0693225,-1.82
0.0692304,-1.81
0.0691384,-1.8
0.0690465,-1.79
0.0689548,-1.78
0.0688631,-1.77
0.0687716,-1.76
0.0686801,-1.75
0.0685888,-1.74
0.0684976,-1.73
0.0684065,-1.72
0.0683155,-1.71
0.0682247,-1.7
0.0681339,-1.69
0.0680433,-1.68
0.0679527,-1.67
0.0678623,-1.66
0.067772,-1.65
0.0676818,-1.64
0.0675917,-1.63
0.0675017,-1.62
0.0674119,-1.61
0.0673221,-1.6
0.0672325,-1.59
0.0671429,-1.58
0.0670535,-1.57
0.0669642,-1.56
0.066875,-1.55
0.0667859,-1.54
0.0666969,-1.53
0.066608,-1.52
0.0665193,-1.51
0.0664306,-1.5
0.0663421,-1.49
0.0662536,-1.48
0.0661653,-1.47
0.0660771,-1.46
0.065989,-1.45
0.065901,-1.44
0.0658131,-1.43
0.0657254,-1.42
0.0656377,-1.41
0.0655501,-1.4
0.0654627,-1.39
0.0653753,-1.38
0.0652881,-1.37
0.065201,-1.36
0.065114,-1.35
0.065027,-1.34
0.0649402,-1.33
0.0648536,-1.32
0.064767,-1.31
0.0646805,-1.3
0.0645941,-1.29
0.0645079,-1.28
0.0644217,-1.27
0.0643357,-1.26
0.0642497,-1.25
0.0641639,-1.24
0.0640781,-1.23
0.0639925,-1.22
0.063907,-1.21
0.0638216,-1.2
0.0637363,-1.19
0.0636511,-1.18
0.063566,-1.17
0.063481,-1.16
0.0633962,-1.15
0.0633114,-1.14
0.0632267,-1.13
0.0631422,-1.12
0.0630577,-1.11
0.0629734,-1.1
0.0628891,-1.09
0.062805,-1.08
0.0627209,-1.07
0.062637,-1.06
0.0625532,-1.05
0.0624695,-1.04
0.0623859,-1.03
0.0623023,-1.02
0.0622189,-1.01
0.0621356,-1
0.0620524,-0.99
0.0619693,-0.98
0.0618864,-0.97
0.0618035,-0.96
0.0617207,-0.95
0.061638,-0.94
0.0615554,-0.93
0.061473,-0.92
0.0613906,-0.91
0.0613083,-0.9
0.0612262,-0.89
0.0611441,-0.88
0.0610621,-0.87
0.0609803,-0.86
0.0608985,-0.85
0.0608169,-0.84
0.0607353,-0.83
0.0606539,-0.82
0.0605726,-0.81
0.0604913,-0.8
0.0604102,-0.79
0.0603291,-0.78
0.0602482,-0.77
0.0601674,-0.76
0.0600867,-0.75
0.060006,-0.74
0.0599255,-0.73
0.0598451,-0.72
0.0597647,-0.71
0.0596845,-0.7
0.0596044,-0.69
0.0595244,-0.68
0.0594444,-0.67
0.0593646,-0.66
0.0592849,-0.65
0.0592053,-0.64
0.0591258,-0.63
0.0590463,-0.62
0.058967,-0.61
0.0588878,-0.6
0.0588087,-0.59
0.0587296,-0.58
0.0586507,-0.57
0.0585719,-0.56
0.0584932,-0.55
0.0584146,-0.54
0.058336,-0.53
0.0582576,-0.52
0.0581793,-0.51
0.058101,-0.5
0.0580229,-0.49
0.0579449,-0.48
0.057867,-0.47
0.0577891,-0.46
0.0577114,-0.45
0.0576337,-0.44
0.0575562,-0.43
0.0574788,-0.42
0.0574014,-0.41
0.0573242,-0.4
0.057247,-0.39
0.05717,-0.38
0.057093,-0.37
0.0570162,-0.36
0.0569394,-0.35
0.0568627,-0.34
0.0567862,-0.33
0.0567097,-0.32
0.0566333,-0.31
0.0565571,-0.3
0.0564809,-0.29
0.0564048,-0.28
0.0563288,-0.27
0.0562529,-0.26
0.0561771,-0.25
0.0561014,-0.24
0.0560258,-0.23
0.0559503,-0.22
0.0558749,-0.21
0.0557996,-0.2
0.0557244,-0.19
0.0556493,-0.18
0.0555742,-0.17
0.0554993,-0.16
0.0554245,-0.15
0.0553497,-0.14
0.0552751,-0.13
0.0552005,-0.12
0.0551261,-0.11
0.0550517,-0.1
0.0549774,-0.09
0.0549033,-0.08
0.0548292,-0.07
0.0547552,-0.06
0.0546813,-0.05
0.0546075,-0.04
0.0545338,-0.03
0.0544602,-0.02
0.0543867,-0.01
0.0543133,1.48E-13
0.0542399,0.01
0.0541667,0.02
0.0540936,0.03
0.0540205,0.04
0.0539476,0.05
0.0538747,0.06
0.0538019,0.07
0.0537292,0.08
0.0536567,0.09
0.0535842,0.1
0.0535118,0.11
0.0534394,0.12
0.0533672,0.13
0.0532951,0.14
0.0532231,0.15
0.0531511,0.16
0.0530793,0.17
0.0530075,0.18
0.0529359,0.19
0.0528643,0.2
0.0527928,0.21
0.0527214,0.22
0.0526501,0.23
0.0525789,0.24
0.0525078,0.25
0.0524368,0.26
0.0523658,0.27
0.052295,0.28
0.0522242,0.29
0.0521536,0.3
0.052083,0.31
0.0520125,0.32
0.0519421,0.33
0.0518718,0.34
0.0518016,0.35
0.0517315,0.36
0.0516614,0.37
0.0515915,0.38
0.0515216,0.39
0.0514519,0.4
0.0513822,0.41
0.0513126,0.42
0.0512431,0.43
0.0511737,0.44
0.0511044,0.45
0.0510352,0.46
0.050966,0.47
0.050897,0.48
0.050828,0.49
0.0507591,0.5
0.0506903,0.51
0.0506216,0.52
0.050553,0.53
0.0504845,0.54
0.0504161,0.55
0.0503477,0.56
0.0502794,0.57
0.0502113,0.58
0.0501432,0.59
0.0500752,0.6
0.0500073,0.61
0.0499395,0.62
0.0498717,0.63
0.0498041,0.64
0.0497365,0.65
0.049669,0.66
0.0496016,0.67
0.0495343,0.68
0.0494671,0.69
0.0494,0.7
0.049333,0.71
0.049266,0.72
0.0491991,0.73
0.0491324,0.74
0.0490657,0.75
0.048999,0.76
0.0489325,0.77
0.0488661,0.78
0.0487997,0.79
0.0487335,0.8
0.0486673,0.81
0.0486012,0.82
0.0485352,0.83
0.0484692,0.84
0.0484034,0.85
0.0483376,0.86
0.048272,0.87
0.0482064,0.88
0.0481409,0.89
0.0480754,0.9
0.0480101,0.91
0.0479449,0.92
0.0478797,0.93
0.0478146,0.94
0.0477496,0.95
0.0476847,0.96
0.0476199,0.97
0.0475551,0.98
0.0474905,0.99
0.0474259,1
0.0473614,1.01
0.047297,1.02
0.0472326,1.03
0.0471684,1.04
0.0471042,1.05
0.0470401,1.06
0.0469761,1.07
0.0469122,1.08
0.0468484,1.09
0.0467846,1.1
0.046721,1.11
0.0466574,1.12
0.0465939,1.13
0.0465305,1.14
0.0464671,1.15
0.0464039,1.16
0.0463407,1.17
0.0462776,1.18
0.0462146,1.19
0.0461517,1.2
0.0460888,1.21
0.0460261,1.22
0.0459634,1.23
0.0459008,1.24
0.0458383,1.25
0.0457758,1.26
0.0457134,1.27
0.0456512,1.28
0.045589,1.29
0.0455269,1.3
0.0454648,1.31
0.0454029,1.32
0.045341,1.33
0.0452792,1.34
0.0452175,1.35
0.0451558,1.36
0.0450943,1.37
0.0450328,1.38
0.0449714,1.39
0.0449101,1.4
0.0448489,1.41
0.0447877,1.42
0.0447266,1.43
0.0446656,1.44
0.0446047,1.45
0.0445439,1.46
0.0444831,1.47
0.0444224,1.48
0.0443618,1.49
0.0443013,1.5
0.0442409,1.51
0.0441805,1.52
0.0441202,1.53
0.04406,1.54
0.0439999,1.55
0.0439398,1.56
0.0438798,1.57
0.0438199,1.58
0.0437601,1.59
0.0437004,1.6
0.0436407,1.61
0.0435811,1.62
0.0435216,1.63
0.0434622,1.64
0.0434029,1.65
0.0433436,1.66
0.0432844,1.67
0.0432253,1.68
0.0431662,1.69
0.0431073,1.7
0.0430484,1.71
0.0429896,1.72
0.0429308,1.73
0.0428722,1.74
0.0428136,1.75
0.0427551,1.76
0.0426966,1.77
0.0426383,1.78
0.04258,1.79
0.0425218,1.8
0.0424637,1.81
0.0424056,1.82
0.0423477,1.83
0.0422898,1.84
0.042232,1.85
0.0421742,1.86
0.0421165,1.87
0.0420589,1.88
0.0420014,1.89
0.041944,1.9
0.0418866,1.91
0.0418293,1.92
0.0417721,1.93
0.0417149,1.94
0.0416579,1.95
0.0416009,1.96
0.041544,1.97
0.0414871,1.98
0.0414303,1.99
0.0413737,2
0.041317,2.01
0.0412605,2.02
0.041204,2.03
0.0411476,2.04
0.0410913,2.05
0.041035,2.06
0.0409788,2.07
0.0409227,2.08
0.0408667,2.09
0.0408108,2.1
0.0407549,2.11
0.0406991,2.12
0.0406433,2.13
0.0405876,2.14
0.0405321,2.15
0.0404765,2.16
0.0404211,2.17
0.0403657,2.18
0.0403104,2.19
0.0402552,2.2
0.0402,2.21
0.0401449,2.22
0.0400899,2.23
0.040035,2.24
0.0399801,2.25
0.0399253,2.26
0.0398706,2.27
0.039816,2.28
0.0397614,2.29
0.0397069,2.3
0.0396524,2.31
0.0395981,2.32
0.0395438,2.33
0.0394896,2.34
0.0394354,2.35
0.0393813,2.36
0.0393273,2.37
0.0392734,2.38
0.0392195,2.39
0.0391657,2.4
0.039112,2.41
0.0390583,2.42
0.0390048,2.43
0.0389512,2.44
0.0388978,2.45
0.0388444,2.46
0.0387911,2.47
0.0387379,2.48
0.0386847,2.49
0.0386317,2.5
0.0385786,2.51
0.0385257,2.52
0.0384728,2.53
0.03842,2.54
0.0383672,2.55
0.0383146,2.56
0.038262,2.57
0.0382094,2.58
0.038157,2.59
0.0381046,2.6
0.0380522,2.61
0.038,2.62
0.0379478,2.63
0.0378957,2.64
0.0378436,2.65
0.0377916,2.66
0.0377397,2.67
0.0376879,2.68
0.0376361,2.69
0.0375844,2.7
0.0375328,2.71
0.0374812,2.72
0.0374297,2.73
0.0373783,2.74
0.0373269,2.75
0.0372756,2.76
0.0372244,2.77
0.0371732,2.78
0.0371221,2.79
0.0370711,2.8
0.0370201,2.81
0.0369692,2.82
0.0369184,2.83
0.0368676,2.84
0.0368169,2.85
0.0367663,2.86
0.0367157,2.87
0.0366653,2.88
0.0366148,2.89
0.0365645,2.9
0.0365142,2.91
0.036464,2.92
0.0364138,2.93
0.0363637,2.94
0.0363137,2.95
0.0362637,2.96
0.0362138,2.97
0.036164,2.98
0.0361142,2.99
0.0360645,3
0.0360149,3.01
0.0359653,3.02
0.0359158,3.03
0.0358664,3.04
0.035817,3.05
0.0357677,3.06
0.0357185,3.07
0.0356693,3.08
0.0356202,3.09
0.0355712,3.1
0.0355222,3.11
0.0354733,3.12
0.0354245,3.13
0.0353757,3.14
0.035327,3.15
0.0352783,3.16
0.0352297,3.17
0.0351812,3.18
0.0351327,3.19
0.0350843,3.2
0.035036,3.21
0.0349877,3.22
0.0349395,3.23
0.0348914,3.24
0.0348433,3.25
0.0347953,3.26
0.0347474,3.27
0.0346995,3.28
0.0346517,3.29
0.0346039,3.3
0.0345562,3.31
0.0345086,3.32
0.034461,3.33
0.0344135,3.34
0.0343661,3.35
0.0343187,3.36
0.0342714,3.37
0.0342242,3.38
0.034177,3.39
0.0341298,3.4
0.0340828,3.41
0.0340358,3.42
0.0339888,3.43
0.033942,3.44
0.0338952,3.45
0.0338484,3.46
0.0338017,3.47
0.0337551,3.48
0.0337085,3.49
0.033662,3.5
0.0336156,3.51
0.0335692,3.52
0.0335229,3.53
0.0334767,3.54
