f_inf (dimensionless),V (millivolt)
0.989921,-52.11
0.989906,-52.1
0.989892,-52.09
0.989878,-52.08
0.989864,-52.07
0.989849,-52.06
0.989835,-52.05
0.98982,-52.04
0.989806,-52.03
0.989792,-52.02
0.989777,-52.01
0.989763,-52
0.989748,-51.99
0.989734,-51.98
0.989719,-51.97
0.989705,-51.96
0.98969,-51.95
0.989675,-51.94
0.989661,-51.93
0.989646,-51.92
0.989632,-51.91
0.989617,-51.9
0.989602,-51.89
0.989588,-51.88
0.989573,-51.87
0.989558,-51.86
0.989543,-51.85
0.989529,-51.84
0.989514,-51.83
0.989499,-51.82
0.989484,-51.81
0.989469,-51.8
0.989454,-51.79
0.989439,-51.78
0.989424,-51.77
0.989409,-51.76
0.989394,-51.75
0.989379,-51.74
0.989364,-51.73
0.989349,-51.72
0.989334,-51.71
0.989319,-51.7
0.989304,-51.69
0.989289,-51.68
0.989274,-51.67
0.989259,-51.66
0.989243,-51.65
0.989228,-51.64
0.989213,-51.63
0.989198,-51.62
0.989183,-51.61
0.989167,-51.6
0.989152,-51.59
0.989137,-51.58
0.989121,-51.57
0.989106,-51.56
0.98909,-51.55
0.989075,-51.54
0.98906,-51.53
0.989044,-51.52
0.989029,-51.51
0.989013,-51.5
0.988998,-51.49
0.988982,-51.48
0.988966,-51.47
0.988951,-51.46
0.988935,-51.45
0.98892,-51.44
0.988904,-51.43
0.988888,-51.42
0.988872,-51.41
0.988857,-51.4
0.988841,-51.39
0.988825,-51.38
0.988809,-51.37
0.988794,-51.36
0.988778,-51.35
0.988762,-51.34
0.988746,-51.33
0.98873,-51.32
0.988714,-51.31
0.988698,-51.3
0.988682,-51.29
0.988666,-51.28
0.98865,-51.27
0.988634,-51.26
0.988618,-51.25
0.988602,-51.24
0.988586,-51.23
0.98857,-51.22
0.988554,-51.21
0.988537,-51.2
0.988521,-51.19
0.988505,-51.18
0.988489,-51.17
0.988473,-51.16
0.988456,-51.15
0.98844,-51.14
0.988424,-51.13
0.988407,-51.12
0.988391,-51.11
0.988374,-51.1
0.988358,-51.09
0.988342,-51.08
0.988325,-51.07
0.988309,-51.06
0.988292,-51.05
0.988276,-51.04
0.988259,-51.03
0.988242,-51.02
0.988226,-51.01
0.988209,-51
0.988193,-50.99
0.988176,-50.98
0.988159,-50.97
0.988142,-50.96
0.988126,-50.95
0.988109,-50.94
0.988092,-50.93
0.988075,-50.92
0.988058,-50.91
0.988042,-50.9
0.988025,-50.89
0.988008,-50.88
0.987991,-50.87
0.987974,-50.86
0.987957,-50.85
0.98794,-50.84
0.987923,-50.83
0.987906,-50.82
0.987889,-50.81
0.987872,-50.8
0.987854,-50.79
0.987837,-50.78
0.98782,-50.77
0.987803,-50.76
0.987786,-50.75
0.987768,-50.74
0.987751,-50.73
0.987734,-50.72
0.987717,-50.71
0.987699,-50.7
0.987682,-50.69
0.987664,-50.68
0.987647,-50.67
0.98763,-50.66
0.987612,-50.65
0.987595,-50.64
0.987577,-50.63
0.98756,-50.62
0.987542,-50.61
0.987524,-50.6
0.987507,-50.59
0.987489,-50.58
0.987472,-50.57
0.987454,-50.56
0.987436,-50.55
0.987418,-50.54
0.987401,-50.53
0.987383,-50.52
0.987365,-50.51
0.987347,-50.5
0.987329,-50.49
0.987311,-50.48
0.987294,-50.47
0.987276,-50.46
0.987258,-50.45
0.98724,-50.44
0.987222,-50.43
0.987204,-50.42
0.987186,-50.41
0.987167,-50.4
0.987149,-50.39
0.987131,-50.38
0.987113,-50.37
0.987095,-50.36
0.987077,-50.35
0.987058,-50.34
0.98704,-50.33
0.987022,-50.32
0.987004,-50.31
0.986985,-50.3
0.986967,-50.29
0.986948,-50.28
0.98693,-50.27
0.986912,-50.26
0.986893,-50.25
0.986875,-50.24
0.986856,-50.23
0.986838,-50.22
0.986819,-50.21
0.9868,-50.2
0.986782,-50.19
0.986763,-50.18
0.986745,-50.17
0.986726,-50.16
0.986707,-50.15
0.986688,-50.14
0.98667,-50.13
0.986651,-50.12
0.986632,-50.11
0.986613,-50.1
0.986594,-50.09
0.986575,-50.08
0.986556,-50.07
0.986537,-50.06
0.986518,-50.05
0.986499,-50.04
0.98648,-50.03
0.986461,-50.02
0.986442,-50.01
0.986423,-50
0.986404,-49.99
0.986385,-49.98
0.986366,-49.97
0.986346,-49.96
0.986327,-49.95
0.986308,-49.94
0.986289,-49.93
0.986269,-49.92
0.98625,-49.91
0.98623,-49.9
0.986211,-49.89
0.986192,-49.88
0.986172,-49.87
0.986153,-49.86
0.986133,-49.85
0.986114,-49.84
0.986094,-49.83
0.986074,-49.82
0.986055,-49.81
0.986035,-49.8
0.986015,-49.79
0.985996,-49.78
0.985976,-49.77
0.985956,-49.76
0.985936,-49.75
0.985917,-49.74
0.985897,-49.73
0.985877,-49.72
0.985857,-49.71
0.985837,-49.7
0.985817,-49.69
0.985797,-49.68
0.985777,-49.67
0.985757,-49.66
0.985737,-49.65
0.985717,-49.64
0.985697,-49.63
0.985677,-49.62
0.985656,-49.61
0.985636,-49.6
0.985616,-49.59
0.985596,-49.58
0.985575,-49.57
0.985555,-49.56
0.985535,-49.55
0.985514,-49.54
0.985494,-49.53
0.985473,-49.52
0.985453,-49.51
0.985432,-49.5
0.985412,-49.49
0.985391,-49.48
0.985371,-49.47
0.98535,-49.46
0.98533,-49.45
0.985309,-49.44
0.985288,-49.43
0.985267,-49.42
0.985247,-49.41
0.985226,-49.4
0.985205,-49.39
0.985184,-49.38
0.985163,-49.37
0.985143,-49.36
0.985122,-49.35
0.985101,-49.34
0.98508,-49.33
0.985059,-49.32
0.985038,-49.31
0.985017,-49.3
0.984995,-49.29
0.984974,-49.28
0.984953,-49.27
0.984932,-49.26
0.984911,-49.25
0.98489,-49.24
0.984868,-49.23
0.984847,-49.22
0.984826,-49.21
0.984804,-49.2
0.984783,-49.19
0.984761,-49.18
0.98474,-49.17
0.984719,-49.16
0.984697,-49.15
0.984675,-49.14
0.984654,-49.13
0.984632,-49.12
0.984611,-49.11
0.984589,-49.1
0.984567,-49.09
0.984546,-49.08
0.984524,-49.07
0.984502,-49.06
0.98448,-49.05
0.984458,-49.04
0.984437,-49.03
0.984415,-49.02
0.984393,-49.01
0.984371,-49
0.984349,-48.99
0.984327,-48.98
0.984305,-48.97
0.984283,-48.96
0.98426,-48.95
0.984238,-48.94
0.984216,-48.93
0.984194,-48.92
0.984172,-48.91
0.984149,-48.9
0.984127,-48.89
0.984105,-48.88
0.984082,-48.87
0.98406,-48.86
0.984038,-48.85
0.984015,-48.84
0.983993,-48.83
0.98397,-48.82
0.983948,-48.81
0.983925,-48.8
0.983902,-48.79
0.98388,-48.78
0.983857,-48.77
0.983834,-48.76
0.983812,-48.75
0.983789,-48.74
0.983766,-48.73
0.983743,-48.72
0.98372,-48.71
0.983698,-48.7
0.983675,-48.69
0.983652,-48.68
0.983629,-48.67
0.983606,-48.66
0.983583,-48.65
0.983559,-48.64
0.983536,-48.63
0.983513,-48.62
0.98349,-48.61
0.983467,-48.6
0.983444,-48.59
0.98342,-48.58
0.983397,-48.57
0.983374,-48.56
0.98335,-48.55
0.983327,-48.54
0.983303,-48.53
0.98328,-48.52
0.983256,-48.51
0.983233,-48.5
0.983209,-48.49
0.983186,-48.48
0.983162,-48.47
0.983138,-48.46
0.983115,-48.45
0.983091,-48.44
0.983067,-48.43
0.983043,-48.42
0.98302,-48.41
0.982996,-48.4
0.982972,-48.39
0.982948,-48.38
0.982924,-48.37
0.9829,-48.36
0.982876,-48.35
0.982852,-48.34
0.982828,-48.33
0.982804,-48.32
0.98278,-48.31
0.982755,-48.3
0.982731,-48.29
0.982707,-48.28
0.982683,-48.27
0.982658,-48.26
0.982634,-48.25
0.982609,-48.24
0.982585,-48.23
0.982561,-48.22
0.982536,-48.21
0.982512,-48.2
0.982487,-48.19
0.982462,-48.18
0.982438,-48.17
0.982413,-48.16
0.982388,-48.15
0.982364,-48.14
0.982339,-48.13
0.982314,-48.12
0.982289,-48.11
0.982264,-48.1
0.982239,-48.09
0.982215,-48.08
0.98219,-48.07
0.982165,-48.06
0.98214,-48.05
0.982114,-48.04
0.982089,-48.03
0.982064,-48.02
0.982039,-48.01
0.982014,-48
0.981989,-47.99
0.981963,-47.98
0.981938,-47.97
0.981913,-47.96
0.981887,-47.95
0.981862,-47.94
0.981836,-47.93
0.981811,-47.92
0.981785,-47.91
0.98176,-47.9
0.981734,-47.89
0.981708,-47.88
0.981683,-47.87
0.981657,-47.86
0.981631,-47.85
0.981606,-47.84
0.98158,-47.83
0.981554,-47.82
0.981528,-47.81
0.981502,-47.8
0.981476,-47.79
0.98145,-47.78
0.981424,-47.77
0.981398,-47.76
0.981372,-47.75
0.981346,-47.74
0.98132,-47.73
0.981293,-47.72
0.981267,-47.71
0.981241,-47.7
0.981215,-47.69
0.981188,-47.68
0.981162,-47.67
0.981135,-47.66
0.981109,-47.65
0.981083,-47.64
0.981056,-47.63
0.981029,-47.62
0.981003,-47.61
0.980976,-47.6
0.98095,-47.59
0.980923,-47.58
0.980896,-47.57
0.980869,-47.56
0.980842,-47.55
0.980816,-47.54
0.980789,-47.53
0.980762,-47.52
0.980735,-47.51
0.980708,-47.5
0.980681,-47.49
0.980654,-47.48
0.980627,-47.47
0.980599,-47.46
0.980572,-47.45
0.980545,-47.44
0.980518,-47.43
0.98049,-47.42
0.980463,-47.41
0.980436,-47.4
0.980408,-47.39
0.980381,-47.38
0.980353,-47.37
0.980326,-47.36
0.980298,-47.35
0.980271,-47.34
0.980243,-47.33
0.980215,-47.32
0.980187,-47.31
0.98016,-47.3
0.980132,-47.29
0.980104,-47.28
0.980076,-47.27
0.980048,-47.26
0.98002,-47.25
0.979992,-47.24
0.979964,-47.23
0.979936,-47.22
0.979908,-47.21
0.97988,-47.2
0.979852,-47.19
0.979824,-47.18
0.979795,-47.17
0.979767,-47.16
0.979739,-47.15
0.97971,-47.14
0.979682,-47.13
0.979653,-47.12
0.979625,-47.11
0.979596,-47.1
0.979568,-47.09
0.979539,-47.08
0.979511,-47.07
0.979482,-47.06
0.979453,-47.05
0.979424,-47.04
0.979396,-47.03
0.979367,-47.02
0.979338,-47.01
0.979309,-47
0.97928,-46.99
0.979251,-46.98
0.979222,-46.97
0.979193,-46.96
0.979164,-46.95
0.979134,-46.94
0.979105,-46.93
0.979076,-46.92
0.979047,-46.91
0.979017,-46.9
0.978988,-46.89
0.978959,-46.88
0.978929,-46.87
0.9789,-46.86
0.97887,-46.85
0.978841,-46.84
0.978811,-46.83
0.978781,-46.82
0.978752,-46.81
0.978722,-46.8
0.978692,-46.79
0.978662,-46.78
0.978633,-46.77
0.978603,-46.76
0.978573,-46.75
0.978543,-46.74
0.978513,-46.73
0.978483,-46.72
0.978453,-46.71
0.978422,-46.7
0.978392,-46.69
0.978362,-46.68
0.978332,-46.67
0.978301,-46.66
0.978271,-46.65
0.978241,-46.64
0.97821,-46.63
0.97818,-46.62
0.978149,-46.61
0.978119,-46.6
0.978088,-46.59
0.978057,-46.58
0.978027,-46.57
0.977996,-46.56
0.977965,-46.55
0.977935,-46.54
0.977904,-46.53
0.977873,-46.52
0.977842,-46.51
0.977811,-46.5
0.97778,-46.49
0.977749,-46.48
0.977718,-46.47
0.977687,-46.46
0.977655,-46.45
0.977624,-46.44
0.977593,-46.43
0.977562,-46.42
0.97753,-46.41
0.977499,-46.4
0.977467,-46.39
0.977436,-46.38
0.977404,-46.37
0.977373,-46.36
0.977341,-46.35
0.97731,-46.34
0.977278,-46.33
0.977246,-46.32
0.977214,-46.31
0.977182,-46.3
0.977151,-46.29
0.977119,-46.28
0.977087,-46.27
0.977055,-46.26
0.977023,-46.25
0.976991,-46.24
0.976958,-46.23
0.976926,-46.22
0.976894,-46.21
0.976862,-46.2
0.976829,-46.19
0.976797,-46.18
0.976765,-46.17
0.976732,-46.16
0.9767,-46.15
0.976667,-46.14
0.976635,-46.13
0.976602,-46.12
0.976569,-46.11
0.976537,-46.1
0.976504,-46.09
0.976471,-46.08
0.976438,-46.07
0.976405,-46.06
0.976372,-46.05
0.976339,-46.04
0.976306,-46.03
0.976273,-46.02
0.97624,-46.01
0.976207,-46
0.976174,-45.99
0.976141,-45.98
0.976107,-45.97
0.976074,-45.96
0.976041,-45.95
0.976007,-45.94
0.975974,-45.93
0.97594,-45.92
0.975907,-45.91
0.975873,-45.9
0.975839,-45.89
0.975806,-45.88
0.975772,-45.87
0.975738,-45.86
0.975704,-45.85
0.97567,-45.84
0.975636,-45.83
0.975602,-45.82
0.975568,-45.81
0.975534,-45.8
0.9755,-45.79
0.975466,-45.78
0.975432,-45.77
0.975398,-45.76
0.975363,-45.75
0.975329,-45.74
0.975295,-45.73
0.97526,-45.72
0.975226,-45.71
0.975191,-45.7
0.975156,-45.69
0.975122,-45.68
0.975087,-45.67
0.975052,-45.66
0.975018,-45.65
0.974983,-45.64
0.974948,-45.63
0.974913,-45.62
0.974878,-45.61
0.974843,-45.6
0.974808,-45.59
0.974773,-45.58
0.974738,-45.57
0.974703,-45.56
0.974667,-45.55
0.974632,-45.54
0.974597,-45.53
0.974561,-45.52
0.974526,-45.51
0.97449,-45.5
0.974455,-45.49
0.974419,-45.48
0.974384,-45.47
0.974348,-45.46
0.974312,-45.45
0.974276,-45.44
0.974241,-45.43
0.974205,-45.42
0.974169,-45.41
0.974133,-45.4
0.974097,-45.39
0.974061,-45.38
0.974025,-45.37
0.973988,-45.36
0.973952,-45.35
0.973916,-45.34
0.97388,-45.33
0.973843,-45.32
0.973807,-45.31
0.97377,-45.3
0.973734,-45.29
0.973697,-45.28
0.973661,-45.27
0.973624,-45.26
0.973587,-45.25
0.973551,-45.24
0.973514,-45.23
0.973477,-45.22
0.97344,-45.21
0.973403,-45.2
0.973366,-45.19
0.973329,-45.18
0.973292,-45.17
0.973255,-45.16
0.973217,-45.15
0.97318,-45.14
0.973143,-45.13
0.973106,-45.12
0.973068,-45.11
0.973031,-45.1
0.972993,-45.09
0.972956,-45.08
0.972918,-45.07
0.97288,-45.06
0.972843,-45.05
0.972805,-45.04
0.972767,-45.03
0.972729,-45.02
0.972691,-45.01
0.972653,-45
0.972615,-44.99
0.972577,-44.98
0.972539,-44.97
0.972501,-44.96
0.972463,-44.95
0.972424,-44.94
0.972386,-44.93
0.972348,-44.92
0.972309,-44.91
0.972271,-44.9
0.972232,-44.89
0.972194,-44.88
0.972155,-44.87
0.972116,-44.86
0.972077,-44.85
0.972039,-44.84
0.972,-44.83
0.971961,-44.82
0.971922,-44.81
0.971883,-44.8
0.971844,-44.79
0.971805,-44.78
0.971766,-44.77
0.971726,-44.76
0.971687,-44.75
0.971648,-44.74
0.971608,-44.73
0.971569,-44.72
0.971529,-44.71
0.97149,-44.7
0.97145,-44.69
0.971411,-44.68
0.971371,-44.67
0.971331,-44.66
0.971291,-44.65
0.971252,-44.64
0.971212,-44.63
0.971172,-44.62
0.971132,-44.61
0.971092,-44.6
0.971051,-44.59
0.971011,-44.58
0.970971,-44.57
0.970931,-44.56
0.97089,-44.55
0.97085,-44.54
0.970809,-44.53
0.970769,-44.52
0.970728,-44.51
0.970688,-44.5
0.970647,-44.49
0.970606,-44.48
0.970566,-44.47
0.970525,-44.46
0.970484,-44.45
0.970443,-44.44
0.970402,-44.43
0.970361,-44.42
0.97032,-44.41
0.970279,-44.4
0.970237,-44.39
0.970196,-44.38
0.970155,-44.37
0.970113,-44.36
0.970072,-44.35
0.97003,-44.34
0.969989,-44.33
0.969947,-44.32
0.969906,-44.31
0.969864,-44.3
0.969822,-44.29
0.96978,-44.28
0.969738,-44.27
0.969696,-44.26
0.969654,-44.25
0.969612,-44.24
0.96957,-44.23
0.969528,-44.22
0.969486,-44.21
0.969443,-44.2
0.969401,-44.19
0.969359,-44.18
0.969316,-44.17
0.969274,-44.16
0.969231,-44.15
0.969189,-44.14
0.969146,-44.13
0.969103,-44.12
0.96906,-44.11
0.969017,-44.1
0.968974,-44.09
0.968932,-44.08
0.968888,-44.07
0.968845,-44.06
0.968802,-44.05
0.968759,-44.04
0.968716,-44.03
0.968672,-44.02
0.968629,-44.01
0.968586,-44
0.968542,-43.99
0.968499,-43.98
0.968455,-43.97
0.968411,-43.96
0.968368,-43.95
0.968324,-43.94
0.96828,-43.93
0.968236,-43.92
0.968192,-43.91
0.968148,-43.9
0.968104,-43.89
0.96806,-43.88
0.968016,-43.87
0.967971,-43.86
0.967927,-43.85
0.967883,-43.84
0.967838,-43.83
0.967794,-43.82
0.967749,-43.81
0.967705,-43.8
0.96766,-43.79
0.967615,-43.78
0.96757,-43.77
0.967525,-43.76
0.967481,-43.75
0.967436,-43.74
0.967391,-43.73
0.967345,-43.72
0.9673,-43.71
0.967255,-43.7
0.96721,-43.69
0.967164,-43.68
0.967119,-43.67
0.967074,-43.66
0.967028,-43.65
0.966983,-43.64
0.966937,-43.63
0.966891,-43.62
0.966845,-43.61
0.9668,-43.6
0.966754,-43.59
0.966708,-43.58
0.966662,-43.57
0.966616,-43.56
0.96657,-43.55
0.966523,-43.54
0.966477,-43.53
0.966431,-43.52
0.966384,-43.51
0.966338,-43.5
0.966291,-43.49
0.966245,-43.48
0.966198,-43.47
0.966152,-43.46
0.966105,-43.45
0.966058,-43.44
0.966011,-43.43
0.965964,-43.42
0.965917,-43.41
0.96587,-43.4
0.965823,-43.39
0.965776,-43.38
0.965729,-43.37
0.965681,-43.36
0.965634,-43.35
0.965586,-43.34
0.965539,-43.33
0.965491,-43.32
0.965444,-43.31
0.965396,-43.3
0.965348,-43.29
0.965301,-43.28
0.965253,-43.27
0.965205,-43.26
0.965157,-43.25
0.965109,-43.24
0.96506,-43.23
0.965012,-43.22
0.964964,-43.21
0.964916,-43.2
0.964867,-43.19
0.964819,-43.18
0.96477,-43.17
0.964722,-43.16
0.964673,-43.15
0.964624,-43.14
0.964576,-43.13
0.964527,-43.12
0.964478,-43.11
0.964429,-43.1
0.96438,-43.09
0.964331,-43.08
0.964281,-43.07
0.964232,-43.06
0.964183,-43.05
0.964134,-43.04
0.964084,-43.03
0.964035,-43.02
0.963985,-43.01
0.963935,-43
0.963886,-42.99
0.963836,-42.98
0.963786,-42.97
0.963736,-42.96
0.963686,-42.95
0.963636,-42.94
0.963586,-42.93
0.963536,-42.92
0.963486,-42.91
0.963436,-42.9
0.963385,-42.89
0.963335,-42.88
0.963284,-42.87
0.963234,-42.86
0.963183,-42.85
0.963132,-42.84
0.963082,-42.83
0.963031,-42.82
0.96298,-42.81
0.962929,-42.8
0.962878,-42.79
0.962827,-42.78
0.962776,-42.77
0.962724,-42.76
0.962673,-42.75
0.962622,-42.74
0.96257,-42.73
0.962519,-42.72
0.962467,-42.71
0.962416,-42.7
0.962364,-42.69
0.962312,-42.68
0.96226,-42.67
0.962208,-42.66
0.962156,-42.65
0.962104,-42.64
0.962052,-42.63
0.962,-42.62
0.961948,-42.61
0.961895,-42.6
0.961843,-42.59
0.961791,-42.58
0.961738,-42.57
0.961685,-42.56
0.961633,-42.55
0.96158,-42.54
0.961527,-42.53
0.961474,-42.52
0.961421,-42.51
0.961368,-42.5
0.961315,-42.49
0.961262,-42.48
0.961209,-42.47
0.961156,-42.46
0.961102,-42.45
0.961049,-42.44
0.960995,-42.43
0.960942,-42.42
0.960888,-42.41
0.960834,-42.4
0.96078,-42.39
0.960727,-42.38
0.960673,-42.37
0.960619,-42.36
0.960565,-42.35
0.96051,-42.34
0.960456,-42.33
0.960402,-42.32
0.960348,-42.31
0.960293,-42.3
0.960239,-42.29
0.960184,-42.28
0.960129,-42.27
0.960075,-42.26
0.96002,-42.25
0.959965,-42.24
0.95991,-42.23
0.959855,-42.22
0.9598,-42.21
0.959745,-42.2
0.95969,-42.19
0.959634,-42.18
0.959579,-42.17
0.959523,-42.16
0.959468,-42.15
0.959412,-42.14
0.959357,-42.13
0.959301,-42.12
0.959245,-42.11
0.959189,-42.1
0.959133,-42.09
0.959077,-42.08
0.959021,-42.07
0.958965,-42.06
0.958909,-42.05
0.958852,-42.04
0.958796,-42.03
0.95874,-42.02
0.958683,-42.01
0.958626,-42
0.95857,-41.99
0.958513,-41.98
0.958456,-41.97
0.958399,-41.96
0.958342,-41.95
0.958285,-41.94
0.958228,-41.93
0.958171,-41.92
0.958113,-41.91
0.958056,-41.9
0.957999,-41.89
0.957941,-41.88
0.957883,-41.87
0.957826,-41.86
0.957768,-41.85
0.95771,-41.84
0.957652,-41.83
0.957594,-41.82
0.957536,-41.81
0.957478,-41.8
0.95742,-41.79
0.957362,-41.78
0.957303,-41.77
0.957245,-41.76
0.957186,-41.75
0.957128,-41.74
0.957069,-41.73
0.95701,-41.72
0.956952,-41.71
0.956893,-41.7
0.956834,-41.69
0.956775,-41.68
0.956716,-41.67
0.956656,-41.66
0.956597,-41.65
0.956538,-41.64
0.956478,-41.63
0.956419,-41.62
0.956359,-41.61
0.9563,-41.6
0.95624,-41.59
0.95618,-41.58
0.95612,-41.57
0.95606,-41.56
0.956,-41.55
0.95594,-41.54
0.95588,-41.53
0.95582,-41.52
0.955759,-41.51
0.955699,-41.5
0.955638,-41.49
0.955578,-41.48
0.955517,-41.47
0.955456,-41.46
0.955395,-41.45
0.955334,-41.44
0.955273,-41.43
0.955212,-41.42
0.955151,-41.41
0.95509,-41.4
0.955029,-41.39
0.954967,-41.38
0.954906,-41.37
0.954844,-41.36
0.954783,-41.35
0.954721,-41.34
0.954659,-41.33
0.954597,-41.32
0.954535,-41.31
0.954473,-41.3
0.954411,-41.29
0.954349,-41.28
0.954287,-41.27
0.954224,-41.26
0.954162,-41.25
0.954099,-41.24
0.954037,-41.23
0.953974,-41.22
0.953911,-41.21
0.953848,-41.2
0.953785,-41.19
0.953722,-41.18
0.953659,-41.17
0.953596,-41.16
0.953533,-41.15
0.95347,-41.14
0.953406,-41.13
0.953343,-41.12
0.953279,-41.11
0.953215,-41.1
0.953152,-41.09
0.953088,-41.08
0.953024,-41.07
0.95296,-41.06
0.952896,-41.05
0.952832,-41.04
0.952767,-41.03
0.952703,-41.02
0.952639,-41.01
0.952574,-41
0.95251,-40.99
0.952445,-40.98
0.95238,-40.97
0.952315,-40.96
0.95225,-40.95
0.952185,-40.94
0.95212,-40.93
0.952055,-40.92
0.95199,-40.91
0.951925,-40.9
0.951859,-40.89
0.951794,-40.88
0.951728,-40.87
0.951662,-40.86
0.951597,-40.85
0.951531,-40.84
0.951465,-40.83
0.951399,-40.82
0.951333,-40.81
0.951267,-40.8
0.9512,-40.79
0.951134,-40.78
0.951067,-40.77
0.951001,-40.76
0.950934,-40.75
0.950868,-40.74
0.950801,-40.73
0.950734,-40.72
0.950667,-40.71
0.9506,-40.7
0.950533,-40.69
0.950466,-40.68
0.950398,-40.67
0.950331,-40.66
0.950263,-40.65
0.950196,-40.64
0.950128,-40.63
0.950061,-40.62
0.949993,-40.61
0.949925,-40.6
0.949857,-40.59
0.949789,-40.58
0.949721,-40.57
0.949652,-40.56
0.949584,-40.55
0.949516,-40.54
0.949447,-40.53
0.949378,-40.52
0.94931,-40.51
0.949241,-40.5
0.949172,-40.49
0.949103,-40.48
0.949034,-40.47
0.948965,-40.46
0.948896,-40.45
0.948826,-40.44
0.948757,-40.43
0.948687,-40.42
0.948618,-40.41
0.948548,-40.4
0.948478,-40.39
0.948409,-40.38
0.948339,-40.37
0.948269,-40.36
0.948198,-40.35
0.948128,-40.34
0.948058,-40.33
0.947987,-40.32
0.947917,-40.31
0.947846,-40.3
0.947776,-40.29
0.947705,-40.28
0.947634,-40.27
0.947563,-40.26
0.947492,-40.25
0.947421,-40.24
0.94735,-40.23
0.947279,-40.22
0.947207,-40.21
0.947136,-40.2
0.947064,-40.19
0.946992,-40.18
0.946921,-40.17
0.946849,-40.16
0.946777,-40.15
0.946705,-40.14
0.946633,-40.13
0.946561,-40.12
0.946488,-40.11
0.946416,-40.1
0.946343,-40.09
0.946271,-40.08
0.946198,-40.07
0.946125,-40.06
0.946052,-40.05
0.945979,-40.04
0.945906,-40.03
0.945833,-40.02
0.94576,-40.01
0.945687,-40
0.945613,-39.99
0.94554,-39.98
0.945466,-39.97
0.945392,-39.96
0.945319,-39.95
0.945245,-39.94
0.945171,-39.93
0.945097,-39.92
0.945023,-39.91
0.944948,-39.9
0.944874,-39.89
0.944799,-39.88
0.944725,-39.87
0.94465,-39.86
0.944576,-39.85
0.944501,-39.84
0.944426,-39.83
0.944351,-39.82
0.944276,-39.81
0.9442,-39.8
0.944125,-39.79
0.94405,-39.78
0.943974,-39.77
0.943899,-39.76
0.943823,-39.75
0.943747,-39.74
0.943671,-39.73
0.943595,-39.72
0.943519,-39.71
0.943443,-39.7
0.943367,-39.69
0.94329,-39.68
0.943214,-39.67
0.943137,-39.66
0.943061,-39.65
0.942984,-39.64
0.942907,-39.63
0.94283,-39.62
0.942753,-39.61
0.942676,-39.6
0.942599,-39.59
0.942521,-39.58
0.942444,-39.57
0.942366,-39.56
0.942289,-39.55
0.942211,-39.54
0.942133,-39.53
0.942055,-39.52
0.941977,-39.51
0.941899,-39.5
0.941821,-39.49
0.941742,-39.48
0.941664,-39.47
0.941585,-39.46
0.941507,-39.45
0.941428,-39.44
0.941349,-39.43
0.94127,-39.42
0.941191,-39.41
0.941112,-39.4
0.941033,-39.39
0.940954,-39.38
0.940874,-39.37
0.940795,-39.36
0.940715,-39.35
0.940635,-39.34
0.940556,-39.33
0.940476,-39.32
0.940396,-39.31
0.940315,-39.3
0.940235,-39.29
0.940155,-39.28
0.940075,-39.27
0.939994,-39.26
0.939913,-39.25
0.939833,-39.24
0.939752,-39.23
0.939671,-39.22
0.93959,-39.21
0.939509,-39.2
0.939427,-39.19
0.939346,-39.18
0.939265,-39.17
0.939183,-39.16
0.939101,-39.15
0.93902,-39.14
0.938938,-39.13
0.938856,-39.12
0.938774,-39.11
0.938692,-39.1
0.938609,-39.09
0.938527,-39.08
0.938445,-39.07
0.938362,-39.06
0.938279,-39.05
0.938197,-39.04
0.938114,-39.03
0.938031,-39.02
0.937948,-39.01
0.937864,-39
0.937781,-38.99
0.937698,-38.98
0.937614,-38.97
0.937531,-38.96
0.937447,-38.95
0.937363,-38.94
0.937279,-38.93
0.937195,-38.92
0.937111,-38.91
0.937027,-38.9
0.936942,-38.89
0.936858,-38.88
0.936773,-38.87
0.936689,-38.86
0.936604,-38.85
0.936519,-38.84
0.936434,-38.83
0.936349,-38.82
0.936264,-38.81
0.936178,-38.8
0.936093,-38.79
0.936007,-38.78
0.935922,-38.77
0.935836,-38.76
0.93575,-38.75
0.935664,-38.74
0.935578,-38.73
0.935492,-38.72
0.935406,-38.71
0.93532,-38.7
0.935233,-38.69
0.935146,-38.68
0.93506,-38.67
0.934973,-38.66
0.934886,-38.65
0.934799,-38.64
0.934712,-38.63
0.934625,-38.62
0.934537,-38.61
0.93445,-38.6
0.934362,-38.59
0.934275,-38.58
0.934187,-38.57
0.934099,-38.56
0.934011,-38.55
0.933923,-38.54
0.933835,-38.53
0.933746,-38.52
0.933658,-38.51
0.933569,-38.5
0.933481,-38.49
0.933392,-38.48
0.933303,-38.47
0.933214,-38.46
0.933125,-38.45
0.933036,-38.44
0.932947,-38.43
0.932857,-38.42
0.932768,-38.41
0.932678,-38.4
0.932588,-38.39
0.932498,-38.38
0.932408,-38.37
0.932318,-38.36
0.932228,-38.35
0.932138,-38.34
0.932047,-38.33
0.931957,-38.32
0.931866,-38.31
0.931775,-38.3
0.931684,-38.29
0.931593,-38.28
0.931502,-38.27
0.931411,-38.26
0.93132,-38.25
0.931228,-38.24
0.931137,-38.23
0.931045,-38.22
0.930953,-38.21
0.930862,-38.2
0.93077,-38.19
0.930677,-38.18
0.930585,-38.17
0.930493,-38.16
0.9304,-38.15
0.930308,-38.14
0.930215,-38.13
0.930122,-38.12
0.93003,-38.11
